siren,date_cloture_exercice,default_event,DV,GW,CJ,CK,CO,EE,GF,CG,DL,GP,GU,DX,GG,1A,CF,HN,FW,BM,DY,FS,BY,GA,EA,FV,FZ,HE,DU,BL,FP,FY,FU,FT,FX,FJ,FL,BU,BX,BJ,BK,BT,FC,CHIFFRE_AFFAIRE,RESULTAT_FINANCIER,TOTAL_ACTIF,EXPORT,ACTIF_IMMO,CP,ratio_marge_commerciale,ratio_marge_exploitation,ratio_marge_nette,ratio_duree_credit_client_jours,ratio_duree_credit_fournisseur_jours,ratio_taux_exportation,ratio_actif_immo_sur_ca
310506241,2017-12-31,0,879019,-90711,305035,8683,4531756,1510291,2217503,0,167209,6837,2414,241697,-95134,3021466,31104,-99094,1174915,0,99565,25112,8683,165480,1131,1208,129991,3582,75622,9196,42088,395516,107590,155,73139,2070656,2070656,0,84842,4226721,3012783,4780,77365,2070656,4423,1510290,0,1213938,167209,0.6734052866283203,-0.04594389410892007,-0.047856331520059345,11.18729000213781,56.221485980476956,0,0.5862576883847438
310506241,2018-12-31,0,710844,-71390,493312,10060,4713834,1540480,2161997,0,91767,3483,2374,410199,-72500,3173353,27516,-75229,1239740,0,131418,32459,10060,153729,62,-1271,102709,4281,105920,10466,43781,319706,102263,-440,72928,2042424,2042424,0,97083,4220521,3163293,5220,81765,2042424,1109,1540481,0,1057228,91767,0.6084021280498991,-0.035497036854247696,-0.036833194282871726,12.959843711850887,90.77650928144976,0,0.5176339486805874
310506241,2019-12-31,0,303301,58123,337446,3729,4545892,1261284,2172506,0,439798,5324,1176,273607,53975,3284607,40944,348262,1261636,0,178673,24582,3729,148642,20872,107,97462,8789,400,10359,28073,310119,104229,1115,76925,2184521,2184521,0,83704,4208446,3280877,4105,69361,2184521,4148,1261285,0,927569,439798,0.6295180288634824,0.024707933684317982,0.15942259195494116,11.135497972629546,59.85278774859212,0,0.4246097885989652
310506241,2020-12-31,0,559098,-579710,246331,9724,4512475,1125888,1451672,0,-146296,167370,1867,516450,-580071,3386586,24146,-585847,878894,0,132301,8211,9724,101092,14841,3656,51697,4344,5633,6702,40306,225816,50524,1629,46286,817029,817029,0,10697,4266143,3376862,2475,34921,817029,44453,1125889,0,889281,-146296,0.7182211276882106,-0.6105133906279931,-0.6310501543413201,0.3622321443506494,167.53628034115837,0,1.0884326015355636
310506241,2021-12-31,0,604406,-41266,325687,11400,4590683,1146553,1724689,0,-159509,2576,3000,498052,-40842,3444130,37934,6869,1080671,0,115727,13417,11400,59068,323,-936,72945,5733,15819,7639,32192,255544,82714,-1410,48838,1405831,1405831,0,80345,4264996,3432730,3885,40309,1405831,-424,1146553,0,832266,-159509,0.7021260760624178,-0.02905185616194265,0.004886078056323982,14.916992749009898,128.73093066349875,0,0.5920099926662593
310592589,2017-12-31,0,1025714,345456,1467765,15620,19909597,5345084,7252627,0,2986953,1296.5,22167,439203,367623,14564512,43199,397225,2403629,0,724088,522758,15620,749586,13807,1470,737359,220,68951,4898,59651,2401435,33957,3381,343309,7490114,7490114,0,256402,18441831,14548892,34568,4444,7490114,-20870.5,5345085,0,3892939,2986953,-18.579931895189567,0.04908109542792006,0.0530332382123957,9.777936401680046,45.1268205654478,0,0.5197436247298772
310592589,2018-12-31,0,1025714,77691,1739319,17906,20574889,5299715,7122844,0,3004264,1296.5,22816,334142,100508,15275174,26291,122552,2381519,0,719543,573496,17906,708376,13927,-543,686747,0,67550,5441,11344,2292692,32237,-9933,399971,7142345,7142345,0,190021,18835571,15257268,47058,8983,7142345,-21519.5,5299715,0,3578303,3004264,-18.579931895189567,0.014072128971647268,0.017158510265186014,7.3297559601690105,34.02286058669752,0,0.5009983415810914
310728563,2017-12-31,0,7065504,-1843746,2053459,0,37520190,4755975,21387044,0,-2586348,540,420444.5,613872,-1735311,19051426.5,724722,-1801970,2540119,0,398739,1966,0,387196,85042,8049,591488,3489,1108,31285,22274,1761999,655434,-5536,317727,5075158,5075158,0,329362,35466731,18905214.5,29000,1624,5075158,-259123,4755975,0,2702516,-2586348,0.9717376207323836,-0.6105133906279931,-0.6310501543413201,19.739472478820694,58.395086940843825,0,0.5324988896897397
310728563,2018-12-31,0,5,1050046,2343661,0,43960071,13844223,7442938,0,10042880,167370,420444.5,568992,1027052,19051426.5,766734,924137,2945640,0,504113,5302,0,379630,73776,3978,635066,450,1438,27307,530401,1839838,727872,-2380,376655,6495138,6495138,0,510140,37924817.5,18905214.5,31380,2119,6495138,44453,13844223,0,11500562,10042880,-0.37895233600755074,0.2126616154600705,0.19402175382143544,23.889805471928902,47.04461818401257,0,1.7706416707389434
310728563,2019-12-31,0,1212230,-1843746,1562975,0,44046004,12391532,6904344,0,10006452,79,420444.5,415238,-1149693,19051426.5,589607,-1801970,2809266,0,412068,3096,0,375446,95295,12922,662480,170,2544,14385,12168,1567483,657824,7645,300554,5740136,5740136,0,205760,37924817.5,18905214.5,23735,1437,5740136,-259123,12391532,0,10828557,10006452,-6.474599860821155,-0.2002902021833629,-0.44822039059701724,10.903109845016447,36.3961926920728,0,1.8864634914573453
310728563,2020-12-31,0,2721825,-1843746,517905,0,43075528,7465401,4026234,0,3756191,0,420444.5,306788,-1735311,19051426.5,300067,-1801970,1321316,0,423259,14413,0,386378,147230,7946,659282,132,0,6439,34836,909138,132656,12823,416356,1401082,1401082,0,77088,37924817.5,18905214.5,7188,399.5,1401082,-259123,7465401,0,6947496,3756191,-18.579931895189567,-0.6105133906279931,-0.6310501543413201,16.73535167820299,63.54919406922117,0,4.474212217829967
310728563,2021-12-31,0,3336783,1050046,3735641,0,39184714,13553179,3274399,0,8782638,16350,96.5,1107950,1027052,19051426.5,2670395.5,924137,1871682,0,215096,303.5,0,341423,37293,4166,74499,0,172178,602.5,530401,587601,144681,314,99353,1091176,1091176,0,7618,35449073,18905214.5,213,399.5,1091176,20271,13553179,0,9817538,8782638,0.4474926965348681,0.2126616154600705,0.19402175382143544,2.123526971512081,167.1333278449036,0,4.474212217829967
310801162,2017-08-31,0,4225,897810,3090058,84861,7764471,4551289,17850172,0,792069,53,10541,1204955,908298,3213182,51877,727008,3550491,0,871672,23983,84861,251546,1299272,17823.5,1154901,0,172178,260054,500,3371037,2488068,-2612,181332,18753326,18753326,0,1747894.5,4674412,3128321,19264,2124174,18753326,-10488,4551289,0,1546091,792069,0.9717376207323836,0.04843396845978148,0.03876688327179936,28.15227416192733,29.077809179612654,0,0.08244356227796605
310801162,2018-08-31,0,4225,732543,3565150,94443,8420391,4964768,18381282,0,716414,1234,25428,1679227,756737,3455623,51881,651818,3633780,0,836844,303.5,94443,281272,1299272,-23544,1179200,1620,172178,317792,1614,3464138,2488068,3175,202304,19133913,19133913,0,1747894.5,4855241,3361180,16089,2124174,19133913,-24194,4964768,0,1494061,716414,0.9717376207323836,0.03954951608696036,0.03406611078455306,36.01073740988927,39.12697631756335,0,0.07808444618724879
310801162,2019-08-31,0,4225,452911,3215598,95162,8244235,4542906,19293541,0,416052,298,23566,1610067,476180,3701329,29753,351931,3958770,0,775504,38839,95162,290383,1299272,-23544,1091311,1620,172178,346457,6093,3617500,2488068,844,204619,19754702,19754702,0,1747894.5,5028637,3606167,15245,2124174,19754702,-23268,4542906,0,1422470,416052,0.9717376207323836,0.024104641011542468,0.017815049804345316,33.14920079955311,35.22158070249593,0,0.07200665441574365
310801162,2020-08-31,0,4225,-710096,2698128,95162,7920168,3936097,17135715,0,-859752,0,22356,1618090,-687740,3984070,33212,-709623,3876504,0,595946,421113,95162,282741,1299272,17823.5,918302,1620,172178,346457,500,3163744,2488068,-7617,159553,16434384,16434384,0,1747894.5,5222040,3888909,22862,46238,16434384,-22356,3936098,0,1333131,-859752,-7.942774341450755,-0.04184762872767242,-0.04317916631374805,31.448847327245932,39.60202702929235,0,0.08111840395113075
310801162,2021-08-31,0,4225,58944,2529997,109815,7985763,3764103,18211320,0,104978,1296.5,22916,1647946,81860,4221661,27454,59417,4337973,0,611389,303.5,95291.5,260445,1061138,17823.5,613806,1620,172178,310439,30435,3491398,2488068,-4934,174397,18257657,18257657,0,1571904,5455767,4111846,27796,60606,18257657,-21619.5,3764102,0,1343921,104978,0.9717376207323836,0.004483598306179155,0.0032543606225048484,24.357930346703306,37.030758946362326,0,0.07360862349424135
310818364,2017-12-31,0,1506106,11232,212439,0,3475182,2423965,1054469,0,88799,304,33032,186706,43960,1051217,10610,9455,435245,0,140209,37473,0,84222,10112,-631,41247,2173,492033,1172,500,226864,14846,0,53179,1028343,1089265,0,20349,3262742,1051217,533,1750,1089265,-32728,2423965,60922,2211525,88799,-18.579931895189567,0.040357488765360126,0.008680165065434032,5.682260515117992,116.47648650570319,0.05592945701918266,2.0302910678301425
310818364,2018-12-31,0,1569616,40229,113280,0,3312235,2273600,1152297,0,131137,141,26297,159148,66385,1038635,9581,42338,458031,0,80258,40370,0,67687,23123,-342,44979,2623,303097,1163,25591.5,227099,11609,0,53812,1215621,1215621,0,18008,3198955,1038635,884,1339,1215621,-26156,2273600,0,2160320,131137,-18.579931895189567,0.05460994833093538,0.03482828940928134,4.505872581448768,94.91483827114502,0,1.7771328399229693
310818364,2019-12-31,0,1664458,69408,81960,0,3274094,2174073,1147974,0,147144,23,16774,136717,86159,1100021,2418,71007,473327,0,91353,41034,0,68207,21448,-1044,38156,6287,112952,1384,3992,213304,4490,0,57907,1230036,1230036,0,19142,3192134,1100021,968,1234,1230036,-16751,2174073,0,2092113,147144,-18.579931895189567,0.0700459173552644,0.057727578705013514,4.733486120189436,80.14777685051521,0,1.7008550969239924
310818364,2020-12-31,0,1578646,-243067,191759,0,3356747,2241221,524043,0,43273,98,11977,101801,-231187,1115526,93933,-103872,318905,0,80097,7990,0,64965,24676,1220,4760.5,305,409313,942,38156,54067,2898,0,27065,214197,214197,0,1111,3164988,1115526,213,399.5,214197,-11879,2241221,0,2049462,43273,-18.579931895189567,-0.6105133906279931,-0.48493676382022155,1.5776559273316932,93.89062482627992,0,4.474212217829967
310818364,2021-12-31,0,1591779,-70670,131168,0,3312308,2161451,569025,0,-26258,28,13323,164225,-57375,1150856,7581,-69531,336874,0,54376,8303,0,35330,15932,283,11438,820,356540,631,500,85556,2192,0,24469,260881,260881,0,5362,3181140,1150856,218,399.5,260881,-13295,2161452,0,2030284,-26258,-18.579931895189567,-0.21992785982881083,-0.26652381737267183,6.251669024063334,143.80031273180202,0,4.474212217829967
310923008,2017-08-31,0,53740,907072,14280564.5,196778.5,55064775,37436087,26293590,0,3599945,167370,420444.5,3541771.5,-309527,19051426.5,447646,924137,9107694.5,0,2412730.5,36231,95291.5,1738312,1299272,1952,1918168,5266,5588960.5,19025,530401,6084011.5,2488068,-16375,709409.5,21087905,23854199,1407.5,1747894.5,37924817.5,18905214.5,169250.5,2124174,23854199,44453,36185985.5,1254310,21461781,3599945,0.9717376207323836,-0.0015624927356104562,0.0087961727628208,32.64992114525395,71.13499556594445,0.017599922575773416,0.1693306644415211
310923008,2018-08-31,0,47998,-1843746,14280564.5,196778.5,55064775,37436087,26293590,0,-1290644,167370,420444.5,3541771.5,-1735311,19051426.5,625848,-1801970,9107694.5,0,2412730.5,31928,95291.5,1738312,1299272,-2287,1918168,11292,5588960.5,21312,530401,6084011.5,2488068,-16375,709409.5,21087905,23854199,0,1747894.5,37924817.5,18905214.5,169250.5,2124174,23854199,44453,36185985.5,1254310,21461781,-1290644,0.9717376207323836,-0.025250843118521573,-0.012625371193682488,23.842487807706465,55.66552942694001,0.022835622249922954,0.18306324363863483
310923008,2019-08-31,0,34952,382747,14280564.5,196778.5,55064775,37436087,26293590,0,-2586348,167370,420444.5,3541771.5,-524387,19051426.5,879699,-1519566,9107694.5,0,2412730.5,16929,95291.5,1738312,1299272,-10179,1918168,1330,5588960.5,31491,530401,6084011.5,2488068,-16375,709409.5,21087905,23854199,0,1747894.5,37924817.5,18905214.5,169250.5,2124174,23854199,44453,36185985.5,1254310,21461781,-2586348,0.9717376207323836,-0.0024830839853188518,-0.007195468230972595,36.05255312291106,49.17318511744813,0.02618601984797552,0.19923862514898458
310923008,2020-08-31,0,30525,1050046,14280564.5,196778.5,55064775,37436087,26293590,0,-2586348,167370,420444.5,3541771.5,561497,19051426.5,1352139,-232945,9107694.5,0,2412730.5,15576,95291.5,1738312,1299272,9355,1918168,0,5588960.5,22136,530401,6084011.5,2488068,-16375,709409.5,21087905,23854199,1407.5,1747894.5,37924817.5,18905214.5,169250.5,2124174,23854199,44453,36185985.5,1254310,21461781,-2586348,0.9717376207323836,0.0027922843207305423,-0.0011584187824557855,23.118561971395025,45.70642942196197,0.02055768277812719,0.2508179882731687
310923008,2021-08-31,0,35483,1050046,14280564.5,196778.5,55064775,37436087,26293590,0,901406,167370,420444.5,3541771.5,1014629,19051426.5,2670395.5,-67766,9107694.5,0,2412730.5,32617,95291.5,1738312,1299272,-16121,1918168,313,117564,38258,530401,6084011.5,2488068,12823,709409.5,21087905,23854199,1407.5,1747894.5,37924817.5,18905214.5,169250.5,2124174,23854199,44453,36185985.5,1254310,21461781,901406,0.5412796504612132,0.00446211731318748,-2.98020105718901e-4,58.986713367770875,59.28966624604487,0.007384069745693805,0.21966031328313643
310974936,2017-09-30,0,13681,507186,1793281,0,11753118,6801852,7600072,0,4159804,750,30137,367667,536573,4951265,336714,372237,2347212,0,426706,142758,0,551616,26171,-10816,672736,3246,1649871,346457,138379,1850248,1842088,-16375,178736,7848018,7998018,0,96123,9959836,4951265,43347,113419,7998018,-29387,6801853,150000,5008571,4159804,0.09225967430501063,0.0670882461129745,0.046541155571292785,3.6555822329982255,25.8149927432489,0.018754646463661373,0.6262265226209793
310974936,2018-09-30,0,26768,512783,2138433,0,12731016,7183365,7943427,0,4533972,3117,20022,495790,529687,5547650,390278,374168,2485211,0,457255,28621,0,623038,26031,-23544,714748,13763,1483404,346457,82533,1965648,2048937,12823,193350,8239684,8389684,0,107129,10592582,5547650,20992,34949,8389684,-16905,7183366,150000,5044932,4533972,-0.45855389281524506,0.06313551261287076,0.04459858082855087,3.8839449535087778,33.05071803255144,0.017879100094830746,0.6013256279974312
310974936,2019-09-30,0,9676,270481,2434864,0,13668448,7464472,8322551,0,4744837,4053,14123,448600,280551,6203975,497665,210864,2634905,0,416896,99934,0,656325,18203,-23544,728733,17501,1537615,346457,81379,2034569,2064737,-16375,176643,8371388,8521488,0,116353,11233583,6203975,51079,67623,8521488,-10070,7464473,150100,5029608,4744837,-0.023557073776673616,0.03292277123431964,0.024744974117196433,4.15311318477086,28.429420987742805,0.017614294592681465,0.5902264956542801
310974936,2020-09-30,0,17980,-154709,4269031,0,14824681,8976378,7183623,0,4597975,532,10118,533417,-145124,5848302,2441284,-146861,2739703,0,353343,39084,0,667023,15903,-23544,421363,3155,3013220,346457,74366,1524873,1655758,7942,130705,6818118,6963475,0,52006,10555650,5848302,43136,32336,6963475,-9586,8976379,145357,4707348,4597975,-0.4542924294903513,-0.020840744025073688,-0.021090188447578255,2.2716376043091513,36.58721939530061,0.02087420433045283,0.6760055862913272
310974936,2021-09-30,0,9519,487275,4672035,0,15536172,9163736,5587447,0,5103531,267,13275,672566,500283,6372436,2670395.5,505555,2306600,0,444100,32068,0,573492,27294,-12962,344847,13922,2343046,346457,210991,1118912,1076276,5221,119530,4876269,4977269,0,110939,10864137,6372436,37915,22393,4977269,-13008,9163736,101000,4491701,5103531,-0.6652078774617067,0.10051355472247933,0.10157277012755389,6.779610632524249,59.90498184840904,0.02029225263894718,0.9024428858476405
311160592,2017-08-31,0,1586436,1050046,14280564.5,196778.5,55064775,37436087,26293590,0,5040839,167370,306141,3541771.5,1027052,12498697,1068300,924137,9107694.5,0,2412730.5,108475,95291.5,1738312,1299272,-23544,1918168,74530,0,346457,530401,6084011.5,2488068,-16375,709409.5,21087905,23854199,0,1747894.5,27289930,11736241,169250.5,2124174,23854199,29081,36185985.5,0,15553689,5040839,0.9717376207323836,0.01637752094841694,0.02718549030537066,48.647422534118,90.57134341705856,0,0.13298782654822355
311160592,2018-08-31,0,4388027,1050046,14280564.5,196778.5,55064775,37436087,26293590,0,8167830,167370,315784,3541771.5,1027052,15450355,1352773,924137,9107694.5,0,2412730.5,418309,95291.5,1738312,1299272,-23544,1918168,40969,172178,346457,530401,6084011.5,2488068,12823,709409.5,21087905,23854199,0,1747894.5,28764002,14660615,167628,2124174,23854199,44453,36185985.5,0,14103387,8167830,0.9717376207323836,0.02011906024244559,0.033441812696282186,34.64877855494684,62.82296625785853,0,0.08573001612966326
311160592,2019-08-31,0,4085677,1050046,14280564.5,196778.5,55064775,37436087,26293590,0,7467335,167370,264745,3541771.5,1027052,8055911,1116584,924137,9107694.5,0,2412730.5,127619,95291.5,1738312,1299272,17823.5,1918168,0,172178,346457,530401,6084011.5,2488068,7999,709409.5,21087905,23854199,0,1747894.5,12662038,7570938,167510,2124174,23854199,44453,36185985.5,0,5091100,7467335,0.9717376207323836,0.018095767218159777,0.03220438038014928,37.12378554327333,58.803008417249316,0,0.04729157618844439
311160592,2020-08-31,0,31635,-1843746,14280564.5,196778.5,41185199,31697955,26293590,0,-2586348,6276,255662,3541771.5,-1735311,9487244,517278,-1801970,9107694.5,0,2412730.5,20652,95291.5,1469075,1299272,17823.5,1918168,8481,172178,346457,530401,6084011.5,2488068,12823,709409.5,21087905,23854199,0,1747894.5,14298387,8985219,25091,2124174,23854199,-249386,31697955,0,5313168,-2586348,0.9717376207323836,-0.11604941351634246,-0.11722956137067495,33.145385837771215,48.59308679598907,0,0.06234909528784475
311160592,2021-08-31,0,30736,-1843746,14280564.5,196778.5,46898556,36210522,26293590,0,-2048843,3844,279335,3541771.5,-1735311,10688033,690128,-1801970,9107694.5,0,2412730.5,18053,95291.5,1510939,1299272,-23544,1918168,18296,172178,346457,530401,6084011.5,2488068,-13036,670651,21087905,23854199,0,1747894.5,15441229,10217113,37919,2124174,23854199,-259123,36185985.5,0,5224116,-2048843,0.9717376207323836,-0.2118540025609386,-0.20850535649304633,78.31164953161182,91.15168137159813,0,0.08933386868623304
311510002,2019-07-31,0,158555,333876,1153269,0,6901628,2411809,4359669,0,1927980,8594,14696,226261,339979,4489819,196031,465697,1638999,0,207964,38839,0,451599,6078,-13363,203268,0,0,65279,500,1426295,492880,-59,138429,4620139,4620139,0,106557,5748358,4489819,372,3185,4620139,-6102,2411809,0,1258539,1927980,-11.175824175824175,0.07358631417799334,0.10079718380767332,7.01517584211211,31.704281333027442,0,0.27240284329107844
311533350,2017-12-31,0,158555,72398,329868,0,3217364,1439943,1002271,0,751934,237,2320,87174,74482,1777421,128400,72757,320275,0,67844,15408,0,166278,192067,-2066,68661,342,340924,9156,13428,239932,114082,-208,17850,1060806,1060806,0,23520,2887496,1777421,2625,55254,1060806,-2083,1439943,0,1110075,751934,0.7249067940782568,0.07021264962679322,0.06858652760259652,6.743928673103282,58.953953731393064,0,1.0464448730493605
311533350,2018-12-31,0,158555,124502,435360,0,3339157,1406435,1011264,0,849045,242,2285,73918,126545,1932722,231013,97111,331116,0,76520,17905,0,164869,101625,3031,61876,3183,305328,6124,14267,222888,120563,192,23412,0,1123433,0,14481,2903797,1932722,2434,72027,1123433,-2043,1406435,1123433,971075,849045,0.7487469976536577,0.11264134131719471,0.08644129200406254,3.9206944250346933,47.87938189262554,1,0.8643817655347493
311533350,2019-12-31,0,158555,113826,482544,0,3421609,1338463,1035517,0,935487,219,1814,72465,115421,2083146,268083,86442,331055,0,65806,17055,0,156088,40625,-1884,69180,17,224080,8008,15569,254880,125827,-134,19892,0,1135304,0,21315,2939065,2083146,2568,67151,1135304,-1595,1338463,1135304,855919,935487,0.7480156661851648,0.10166528084107869,0.07613995898895802,5.710640057640949,46.50710431977246,1,0.7539117276077597
311533350,2020-12-31,0,158555,-561,702503,0,3698949,1467224,729332,0,938840,378,1321,136554,382,2231725,478999,3353,276929,0,39608,8654,0,149211,34625,3278,12501,36,317597,4731,6501,157979,64808,506,15804,0,713192,0,7676,2996445,2231725,2062,35497,713192,-943,1467224,713192,764720,938840,0.7419500239456855,5.356201415607578e-4,0.004701398781814714,3.2737093704547067,118.53950301234906,1,1.07224982893807
311533350,2021-12-31,0,158555,141795,750845,0,3792342,1435394,924887,0,1046153,570,548,83744,141774,2356948,648305,107313,356444,0,80836,12021,0,135705,1525,-1641,54072,4,223136,6373,12387,196601,91914,221,20261,0,1049130,0,4662,3041497,2356948,1841,47577,1049130,22,1435394,1049130,684549,1046153,0.742690795972844,0.13513482599868462,0.10228760973377941,1.3516199136427325,55.328616929385,1,0.6524920648537359
311550479,2017-09-30,0,69463,440301,1988458,34835,20338624,14919210,3643189,0,2019840,1158,211752,444095,650894,5419414,1075100,308577,1614006,0,372650,16019,34835,727095,1944,-46,89859,1273,5588960.5,12665.5,39265,486419,484.5,-4495,226149,4249567,4249567,0,394700,18350166,5384578,7141,20845,4249567,-210594,14919210,0,12965588,2019840,0.4471575917486208,0.1531671344398147,0.07261375100098434,25.757668369506824,82.8563060883035,0,3.0510374351080944
311550479,2018-11-30,0,274996,63554,1163122,64262,20222428,13879339,5205954,0,2164194,31,248502,704098,312026,6343089,493644,347552,3113427,0,152733,17519,64262,1029870,9698,-46,147759,22694,5588960.5,12665.5,20116,699646,144022,1651,142439,5492676,5492676,0,95357,19059306,6278826,5490,33210,5492676,-248471,13879339,0,12780480,2164194,0.42276422764227645,0.05680764712864913,0.06327553272758124,1.721940726159708,65.39396466367509,0,2.3268221173067554
311550479,2019-11-30,0,252052,635541,1348339,17550,21546597,14403538,5812961,0,2375663,4161,201225,732919,832605,7143059,68123,464210,3606599,0,237910,169283,17550,1000153,135590,-46,138684,5436,5588960.5,12665.5,322853,762565,144022,-6455,118644,6321666,6321666,0,177064,20198258,7125508,11945,47871,6321666,-197064,14403538,0,13072750,2375663,-2.4013912389546905,0.13170657861392868,0.07343159224166541,7.675008718693248,56.871170612001386,0,2.06792797974458
311550479,2020-11-30,0,241026,399721,4018846,4592,24848530,17141425,6145677,0,2674382,821,189688,1241787,588588,7707105,194397,301460,3667574,0,166370,271238,4592,1112002,371157,-46,90402,2636,5588960.5,12665.5,29483,871446,144022,1098,117404,6698999,6698999,0,4870,20829683,7702512,10847,130040,6698999,-188867,17141425,0,13127171,2674382,-1.0942479237157798,0.0878620820812184,0.045000753097589656,0.15140421922520964,92.51177307233162,0,1.9595720196405464
311550479,2021-11-30,0,212703,1050046,4785016,6423,27370484,18489779,7866409,0,3342381,8279,182755,1308304,1027052,8880704,345834,924137,4771120,0,541852,271709,6423,1256823,9698,-46,186470,1620,5588960.5,12665.5,13797,1222734,144022,681,138529,9367361,9367361,0,33369,22585467,8874281,10165,12468,9367361,-174476,18489780,0,13711186,3342381,-18.579931895189567,0.1621866606827686,0.10363004052048384,0.8749609415074321,76.72139929731289,0,1.4637191840903752
311867220,2017-09-30,0,3170,39412,61807,0,609955,216987,584848,0,74734,28,6602,14864.5,45987,392968,1860,44798,167357,0,15022.5,155912,0,20637,64,-113,62675,2671,122468,602.5,25591.5,175556,607,-1629,3846,619274,619274,0,47566,548147,392968,7899,619274,619274,-6574,216987,0,155179,74734,0.7508647222392673,0.0742595361665434,0.07233954598449152,23.362827547526084,15.833004668130657,0,0.2505821332721865
312147770,2017-09-30,0,158555,-1843746,14280564.5,135530,55064775,37436087,26293590,0,10042880,7078,221137,3541771.5,-1735311,19051426.5,2053493,-1801970,9107694.5,0,2412730.5,1100790.5,95291.5,1738312,1299272,-23544,1918168,82464,5340,346457,161185,6084011.5,2488068,-1400,709409.5,21087905,23854199,0,1747894.5,37924817.5,18905214.5,60071,52964,23854199,-214059,36185985.5,0,21461781,10042880,-18.579931895189567,-0.03663700727114284,-0.020662423392320987,5.61893627841049,54.928721423159466,0,0.16778900446942915
312147770,2018-09-30,0,158555,-1843746,14280564.5,126623,55064775,37436087,26293590,0,10042880,10544,197074,3541771.5,-1735311,19051426.5,1573843,-1801970,9107694.5,0,2412730.5,1100790.5,95291.5,1738312,1299272,17823.5,1918168,62973,16823,346457,92988,6084011.5,2488068,12823,709409.5,21087905,23854199,0,1747894.5,37924817.5,18905214.5,42094,52964,23854199,-186530,36185985.5,0,21461781,10042880,-18.579931895189567,-0.04256827906475472,-0.03320573469671256,5.585350003491099,50.54514496973804,0,0.18416693116446978
312147770,2019-09-30,0,5,-1843746,14280564.5,139319,55064775,37436087,26293590,0,10042880,4026,211477,3541771.5,-1682588,19051426.5,1369967,-1801970,9107694.5,0,2412730.5,1100790.5,95291.5,1738312,1299272,-23544,1918168,100292.5,60534,346457,116661,6084011.5,2488068,-4769,709409.5,21087905,23854199,0,1747894.5,37924817.5,18905214.5,46864,52964,23854199,-207451,36185985.5,0,21461781,10042880,-18.579931895189567,-0.010768204971971557,-0.01158456181406522,5.481346770940702,56.22131278020855,0,0.1543857376187895
312147770,2020-09-30,0,5,-1843746,14280564.5,193296,55064775,37436087,26293590,0,-2586348,18380,169333,3541771.5,-1735311,19051426.5,726208,-1801970,9107694.5,0,2412730.5,1078704,95291.5,1738312,1299272,17823.5,1918168,27754,14086,346457,436720,6084011.5,2488068,12823,709409.5,21087905,23854199,0,1747894.5,37924817.5,18905214.5,28904,52964,23854199,-150953,36185985.5,0,20536761,-2586348,-18.579931895189567,-0.08194133635445461,-0.18681732745499488,10.59770336603017,76.03826253727469,0,0.1957011400598387
312147770,2021-09-30,0,7065504,-1843746,14280564.5,196778.5,55064775,37436087,26293590,0,-2586348,9759,420444.5,3541771.5,-1735311,19051426.5,837586,-1801970,9107694.5,0,2412730.5,499963,95291.5,1738312,1299272,17823.5,1918168,100292.5,121855,346457,530401,6084011.5,2488068,7841,709409.5,21087905,23854199,0,1747894.5,37924817.5,18905214.5,21063,52964,23854199,-259123,36185985.5,0,18009541,-2586348,-8.587719960728041,-0.33254507286462803,-0.29217457542733677,22.352147805012454,136.3171108805266,0,0.29719700273886973
312169972,2017-12-31,0,57981,-23227,225535,0,666216,350759,972928,0,99070,1296.5,8127,76285,-23227,315456,3498,-22030,176246,0,89943,264543,0,18276,59,511,95364,723,17817,7944,15617,356075,29898,-1321,20382,933164,933164,0,128429,440680,315456,10925,864553,933164,-6830.5,350760,0,125224,99070,0.6955397760461186,-0.024890587292265884,-0.023607854567900176,41.86168865637051,49.29678144216149,0,0.13419291785795423
312169972,2018-12-31,0,51232,6033,209245,0,652897,326190,975989,0,100417,1296.5,8127,69765,6033,326707,7451,1347,185224,0,67616,266559,0,11250,59,1795,95959,9486,36020,6149,13815,356840,34751,2866,18266,967155,967155,0,110181,443652,326707,8059,914691,967155,-6830.5,326190,0,116945,100417,0.7054469760826334,0.0062378832762070196,0.001392744699660344,34.65151656146119,43.61501457246565,0,0.12091650252544835
312169972,2019-12-31,1,2160,10673,144427,0,603307,285920,930963,0,109027,1296.5,8127,65813,10673,317388,3501,8610,167394,0,65524,263535,0,13394,59,521,87962,2752,42257,5628,14780,357721,26695,-486,12627,924284,924284,0,116834,458881,317388,8546,883765,924284,-6830.5,285919,0,141493,109027,0.7023541326031242,0.01154731662562589,0.009315318668288101,38.44814833247501,43.743599184774695,0,0.15308390061929017
312478266,2017-09-30,0,5,-608799,9945901,196778.5,22846324,13204353,26293590,0,2378769,507,86152,3541771.5,-523155,9641971,814752,418129,7889185,0,2412730.5,70113,95291.5,538693,516558,17823.5,1918168,11468,45788,346457,39082,6084011.5,2488068,431,709409.5,21087905,23854199,0,1747894.5,12900423,9048277,725,52964,23854199,-85645,13204353,0,3852146,2378769,-0.33192357072728645,-0.010365505859986586,0.0082845783749182,9.854627836292183,41.04995013066786,0,0.07632430529484356
