siren,date_jugement,nature_jugement
304557861,2020-06-25,Jugement d'ouverture de liquidation judiciaire
304580236,2018-12-07,Jugement d'ouverture d'une procédure de redressement judiciaire
304656077,2019-03-06,Jugement d'ouverture de liquidation judiciaire
304673007,2017-02-09,Jugement d'ouverture d'une procédure de redressement judiciaire
304693245,2017-03-28,Jugement d'ouverture d'une procédure de redressement judiciaire
304710833,2021-01-05,Jugement d'ouverture de liquidation judiciaire
304711369,2017-02-06,Jugement d'ouverture d'une procédure de redressement judiciaire
304748981,2021-04-01,Jugement d'ouverture d'une procédure de redressement judiciaire
304762578,2018-10-10,Jugement d'ouverture de liquidation judiciaire
304803851,2018-09-13,Jugement d'ouverture d'une procédure de sauvegarde
304820160,2020-07-07,Jugement d'ouverture d'une procédure de redressement judiciaire
304822315,2017-01-12,Jugement d'ouverture d'une procédure de redressement judiciaire
304828502,2017-07-04,Jugement d'ouverture d'une procédure de redressement judiciaire
304838980,2017-07-31,Jugement d'ouverture de liquidation judiciaire
304849698,2021-10-14,Jugement d'ouverture de liquidation judiciaire
304851454,2018-03-22,Jugement d'ouverture de liquidation judiciaire
304864176,2017-05-29,Jugement d'ouverture d'une procédure de redressement judiciaire
304878663,2019-10-02,Jugement d'ouverture de liquidation judiciaire
304907520,2017-04-05,Jugement d'ouverture de liquidation judiciaire
304912629,2017-03-10,Jugement d'ouverture de liquidation judiciaire
304915432,2019-11-04,Jugement d'ouverture d'une procédure de sauvegarde
304938731,2020-02-28,Jugement d'ouverture de liquidation judiciaire
304951965,2017-11-10,Jugement d'ouverture d'une procédure de redressement judiciaire
304970189,2018-07-19,Jugement d'ouverture de liquidation judiciaire
304970635,2017-01-31,Jugement d'ouverture de liquidation judiciaire
304973142,2018-05-09,Jugement d'ouverture d'une procédure de redressement judiciaire
304973571,2018-12-03,Jugement d'ouverture de liquidation judiciaire
304975220,2017-09-14,Jugement d'ouverture de liquidation judiciaire
304994023,2017-03-02,Jugement d'ouverture de liquidation judiciaire
304995830,2020-08-06,Jugement d'ouverture d'une procédure de sauvegarde
305006876,2021-05-12,Jugement d'ouverture d'une procédure de redressement judiciaire
305007411,2017-08-30,Jugement d'ouverture de liquidation judiciaire
305024275,2019-06-25,Jugement d'ouverture d'une procédure de redressement judiciaire
305060584,2019-07-25,Jugement d'ouverture d'une procédure de redressement judiciaire
305060691,2021-02-02,Jugement d'ouverture d'une procédure de redressement judiciaire
305066094,2018-03-07,Jugement d'ouverture d'une procédure de redressement judiciaire
305066235,2019-05-02,Jugement d'ouverture de liquidation judiciaire
305094997,2018-05-15,Jugement d'ouverture de liquidation judiciaire
305100703,2017-06-21,Jugement d'ouverture de liquidation judiciaire
305104119,2018-05-15,Jugement d'ouverture d'une procédure de redressement judiciaire
305111122,2020-02-28,Jugement d'ouverture d'une procédure de sauvegarde
305120115,2019-02-05,Jugement d'ouverture d'une procédure de redressement judiciaire
305162703,2017-09-12,Jugement d'ouverture d'une procédure de redressement judiciaire
305164733,2019-12-23,Jugement d'ouverture d'une procédure de redressement judiciaire
305195893,2017-05-09,Jugement d'ouverture de liquidation judiciaire
305203333,2017-01-24,Jugement d'ouverture de liquidation judiciaire
305205403,2018-06-18,Jugement d'ouverture d'une procédure de redressement judiciaire
305206765,2018-07-11,Jugement d'ouverture de liquidation judiciaire
305208191,2018-11-27,Jugement d'ouverture de liquidation judiciaire
305216210,2018-02-13,Jugement d'ouverture d'une procédure de redressement judiciaire
305219024,2018-07-24,Jugement d'ouverture de liquidation judiciaire
305231920,2017-05-16,Jugement d'ouverture de liquidation judiciaire
305232159,2017-06-19,Jugement d'ouverture de liquidation judiciaire
305232654,2018-11-07,Jugement d'ouverture d'une procédure de redressement judiciaire
305233165,2021-07-08,Jugement d'ouverture de liquidation judiciaire
305240681,2021-04-08,Jugement d'ouverture de liquidation judiciaire
305241804,2017-02-13,Jugement d'ouverture d'une procédure de redressement judiciaire
305243081,2017-01-30,Jugement d'ouverture d'une procédure de redressement judiciaire
305273070,2021-07-05,Jugement d'ouverture d'une procédure de redressement judiciaire
305273096,2017-09-18,Jugement d'ouverture de liquidation judiciaire
305275224,2021-12-20,Jugement d'ouverture de liquidation judiciaire
305290371,2020-01-28,Jugement d'ouverture de liquidation judiciaire
305319105,2017-02-07,Jugement d'ouverture d'une procédure de redressement judiciaire
305321903,2018-04-05,Jugement d'ouverture de liquidation judiciaire
305392359,2019-11-12,Jugement d'ouverture d'une procédure de redressement judiciaire
305395295,2021-07-22,Jugement d'ouverture de liquidation judiciaire
305404972,2018-09-06,Jugement d'ouverture de liquidation judiciaire
305439036,2019-11-20,Jugement d'ouverture de liquidation judiciaire
305448995,2017-03-29,Jugement d'ouverture d'une procédure de sauvegarde
305461360,2019-06-11,Jugement d'ouverture de liquidation judiciaire
305532780,2017-06-19,Jugement d'ouverture de liquidation judiciaire
305532871,2019-04-02,Jugement d'ouverture de liquidation judiciaire
305535262,2021-10-11,Jugement d'ouverture de liquidation judiciaire
305563850,2017-09-13,Jugement d'ouverture de liquidation judiciaire
305580797,2017-07-11,Jugement d'ouverture de liquidation judiciaire
305588089,2017-01-10,Jugement d'ouverture d'une procédure de redressement judiciaire
305588402,2017-03-24,Jugement d'ouverture d'une procédure de redressement judiciaire
305600975,2020-02-07,Jugement d'ouverture de liquidation judiciaire
305601908,2020-02-17,Jugement d'ouverture d'une procédure de redressement judiciaire
305634172,2020-11-25,Jugement d'ouverture de liquidation judiciaire
305635211,2017-01-24,Jugement d'ouverture de liquidation judiciaire
305635278,2016-12-21,Jugement d'ouverture de liquidation judiciaire
305707374,2021-06-17,Jugement d'ouverture de liquidation judiciaire
305708711,2018-02-22,Jugement d'ouverture de liquidation judiciaire
305731747,2020-11-25,Jugement d'ouverture de liquidation judiciaire
305733552,2021-01-14,Jugement d'ouverture de liquidation judiciaire
305750341,2020-07-16,Jugement d'ouverture de liquidation judiciaire
305755589,2017-01-02,Jugement d'ouverture de liquidation judiciaire
305756157,2017-04-25,Jugement d'ouverture d'une procédure de redressement judiciaire
305776189,2018-07-13,Jugement d'ouverture d'une procédure de redressement judiciaire
305809451,2018-10-03,Jugement d'ouverture de liquidation judiciaire
305812802,2020-06-02,Jugement d'ouverture d'une procédure de redressement judiciaire
305813453,2020-02-12,Jugement d'ouverture d'une procédure de redressement judiciaire
305817678,2019-06-04,Jugement d'ouverture de liquidation judiciaire
305825077,2017-10-12,Jugement d'ouverture de liquidation judiciaire
305836033,2020-07-29,Jugement d'ouverture d'une procédure de redressement judiciaire
305897043,2021-07-06,Jugement d'ouverture d'une procédure de redressement judiciaire
305909509,2019-10-18,Jugement d'ouverture de liquidation judiciaire
305909889,2019-10-08,Jugement d'ouverture d'une procédure de redressement judiciaire
305910135,2021-03-24,Jugement d'ouverture d'une procédure de redressement judiciaire
305918609,2018-02-06,Jugement d'ouverture de liquidation judiciaire
305931420,2019-09-04,Jugement d'ouverture de liquidation judiciaire
305931420,2019-09-04,Jugement d'ouverture de liquidation judiciaire
305932709,2020-04-16,Jugement d'ouverture de liquidation judiciaire
305936080,2019-07-19,Jugement d'ouverture de liquidation judiciaire
305945362,2019-03-06,Jugement d'ouverture de liquidation judiciaire
306002114,2020-07-07,Jugement d'ouverture d'une procédure de redressement judiciaire
306002403,2018-05-04,Jugement d'ouverture d'une procédure de redressement judiciaire
306003997,2018-10-30,Jugement d'ouverture d'une procédure de redressement judiciaire
306020082,2021-07-07,Jugement d'ouverture de liquidation judiciaire
306063561,2020-12-08,Jugement d'ouverture d'une procédure de redressement judiciaire
306065368,2020-05-06,Jugement d'ouverture d'une procédure de redressement judiciaire
306076902,2018-09-21,Jugement d'ouverture de liquidation judiciaire
306142340,2019-12-04,Jugement d'ouverture d'une procédure de sauvegarde
306150731,2021-11-09,Jugement d'ouverture d'une procédure de redressement judiciaire
306168964,2018-05-24,Jugement d'ouverture d'une procédure de sauvegarde
306168964,2018-05-24,Jugement d'ouverture d'une procédure de sauvegarde
306169780,2017-05-10,Jugement d'ouverture de liquidation judiciaire
306188962,2017-05-30,Jugement d'ouverture de liquidation judiciaire
306189200,2018-04-24,Jugement d'ouverture d'une procédure de redressement judiciaire
306203498,2018-08-09,Jugement d'ouverture d'une procédure de redressement judiciaire
306263278,2017-11-22,Jugement d'ouverture de liquidation judiciaire
306269101,2021-01-05,Jugement d'ouverture de liquidation judiciaire
306304692,2017-01-13,Jugement d'ouverture de liquidation judiciaire
306332685,2018-11-14,Jugement d'ouverture de liquidation judiciaire
306332685,2018-11-14,Jugement d'ouverture de liquidation judiciaire
306349671,2017-06-21,Jugement d'ouverture de liquidation judiciaire
306354648,2018-02-19,Jugement d'ouverture d'une procédure de redressement judiciaire
306420233,2019-12-04,Jugement d'ouverture de liquidation judiciaire
306428350,2019-07-03,Jugement d'ouverture d'une procédure de redressement judiciaire
306433459,2017-01-31,Jugement d'ouverture de liquidation judiciaire
306453697,2021-03-02,Jugement d'ouverture d'une procédure de redressement judiciaire
306460791,2018-07-17,Jugement d'ouverture d'une procédure de redressement judiciaire
306486366,2017-10-16,Jugement d'ouverture de liquidation judiciaire
306515917,2019-01-23,Jugement d'ouverture de liquidation judiciaire
306523697,2019-11-21,Jugement d'ouverture de liquidation judiciaire
306533605,2017-02-01,Jugement d'ouverture de liquidation judiciaire
306535568,2019-01-14,Jugement d'ouverture d'une procédure de redressement judiciaire
306536434,2021-07-21,Jugement d'ouverture de liquidation judiciaire
306550443,2021-02-16,Jugement d'ouverture de liquidation judiciaire
306574641,2017-07-05,Jugement d'ouverture de liquidation judiciaire
306616970,2019-07-01,Jugement d'ouverture d'une procédure de redressement judiciaire
306617606,2017-05-16,Jugement d'ouverture de liquidation judiciaire
306617762,2021-07-19,Jugement d'ouverture de liquidation judiciaire
306618349,2019-05-10,Jugement d'ouverture de liquidation judiciaire
306647678,2018-01-26,Jugement d'ouverture de liquidation judiciaire
306650540,2020-09-29,Jugement d'ouverture de liquidation judiciaire
306673229,2018-03-21,Jugement d'ouverture d'une procédure de redressement judiciaire
306679853,2017-03-28,Jugement d'ouverture de liquidation judiciaire
306689092,2017-07-25,Jugement d'ouverture d'une procédure de redressement judiciaire
306733775,2021-02-17,Jugement d'ouverture de liquidation judiciaire
306756032,2018-03-09,Jugement d'ouverture d'une procédure de sauvegarde
306795501,2018-07-04,Jugement d'ouverture d'une procédure de redressement judiciaire
306865494,2020-11-25,Jugement d'ouverture d'une procédure de sauvegarde
306879701,2019-11-13,Jugement d'ouverture de liquidation judiciaire
306881020,2020-05-28,Jugement d'ouverture d'une procédure de redressement judiciaire
306881509,2018-01-26,Jugement d'ouverture d'une procédure de redressement judiciaire
306895053,2018-09-19,Jugement d'ouverture de liquidation judiciaire
306903964,2017-10-17,Jugement d'ouverture d'une procédure de redressement judiciaire
306904434,2019-01-21,Jugement d'ouverture de liquidation judiciaire
306908179,2017-08-18,Jugement d'ouverture de liquidation judiciaire
306922022,2017-01-10,Jugement d'ouverture d'une procédure de redressement judiciaire
306922022,2020-06-09,Jugement d'ouverture de liquidation judiciaire
306926205,2017-02-28,Jugement d'ouverture d'une procédure de redressement judiciaire
306928342,2017-02-07,Jugement d'ouverture de liquidation judiciaire
306950510,2019-01-15,Jugement d'ouverture d'une procédure de redressement judiciaire
306962333,2021-02-11,Jugement d'ouverture de liquidation judiciaire
306979410,2017-05-31,Jugement d'ouverture de liquidation judiciaire
306979790,2019-12-18,Jugement d'ouverture de liquidation judiciaire
306980277,2018-02-27,Jugement d'ouverture de liquidation judiciaire
307013193,2018-06-19,Jugement d'ouverture de liquidation judiciaire
307013854,2017-05-22,Jugement d'ouverture de liquidation judiciaire
307016329,2019-09-25,Jugement d'ouverture de liquidation judiciaire
307035899,2017-05-29,Jugement d'ouverture de liquidation judiciaire
307036186,2017-02-28,Jugement d'ouverture de liquidation judiciaire
307061952,2017-04-11,Jugement d'ouverture de liquidation judiciaire
307068072,2018-02-06,Jugement d'ouverture d'une procédure de redressement judiciaire
307094029,2018-07-03,Jugement d'ouverture de liquidation judiciaire
307108571,2020-11-23,Jugement d'ouverture de liquidation judiciaire
307114991,2020-08-10,Jugement d'ouverture d'une procédure de sauvegarde
307117242,2019-04-29,Jugement d'ouverture d'une procédure de sauvegarde
307131854,2018-04-03,Jugement d'ouverture d'une procédure de redressement judiciaire
307174045,2017-07-26,Jugement d'ouverture de liquidation judiciaire
307176404,2019-06-18,Jugement d'ouverture d'une procédure de sauvegarde
307177469,2021-05-06,Jugement d'ouverture d'une procédure de redressement judiciaire
307177766,2020-10-08,Jugement d'ouverture de liquidation judiciaire
307190579,2017-11-03,Jugement d'ouverture d'une procédure de redressement judiciaire
307196725,2017-05-17,Jugement d'ouverture de liquidation judiciaire
307207324,2019-03-20,Jugement d'ouverture de liquidation judiciaire
307223990,2017-02-07,Jugement d'ouverture de liquidation judiciaire
307298976,2018-06-05,Jugement d'ouverture d'une procédure de redressement judiciaire
307300426,2019-07-24,Jugement d'ouverture d'une procédure de redressement judiciaire
