siren,date_jugement,nature_jugement
530600501,2017-02-24,Jugement d'ouverture de liquidation judiciaire
530601830,2017-09-13,Jugement d'ouverture de liquidation judiciaire
530601921,2017-10-11,Jugement d'ouverture de liquidation judiciaire
530602663,2017-01-12,Jugement d'ouverture de liquidation judiciaire
530603232,2019-09-10,Jugement d'ouverture d'une procédure de redressement judiciaire
530605484,2017-03-03,Jugement d'ouverture d'une procédure de redressement judiciaire
530606573,2017-02-21,Jugement d'ouverture de liquidation judiciaire
530607464,2021-05-20,Jugement d'ouverture de liquidation judiciaire
530607928,2019-02-05,Jugement d'ouverture d'une procédure de redressement judiciaire
530608603,2020-08-17,Jugement d'ouverture de liquidation judiciaire
530608876,2017-04-26,Jugement d'ouverture de liquidation judiciaire
530610450,2019-08-19,Jugement d'ouverture de liquidation judiciaire
530611235,2017-03-22,Jugement d'ouverture de liquidation judiciaire
530611524,2019-12-19,Jugement d'ouverture de liquidation judiciaire
530611615,2018-04-10,Jugement d'ouverture de liquidation judiciaire
530612092,2019-03-28,Jugement d'ouverture d'une procédure de redressement judiciaire
530612217,2017-10-02,Jugement d'ouverture de liquidation judiciaire
530612274,2018-07-25,Jugement d'ouverture de liquidation judiciaire
530612993,2021-01-18,Jugement d'ouverture d'une procédure de sauvegarde
530614023,2017-12-14,Jugement d'ouverture de liquidation judiciaire
530614619,2020-07-01,Jugement d'ouverture d'une procédure de redressement judiciaire
530615087,2019-10-10,Jugement d'ouverture d'une procédure de sauvegarde
530615756,2019-03-12,Jugement d'ouverture de liquidation judiciaire
530616879,2018-07-17,Jugement d'ouverture de liquidation judiciaire
530617893,2021-08-03,Jugement d'ouverture de liquidation judiciaire
530619105,2018-02-01,Jugement d'ouverture de liquidation judiciaire
530619683,2018-06-07,Jugement d'ouverture d'une procédure de sauvegarde
530620236,2019-12-20,Jugement d'ouverture d'une procédure de redressement judiciaire
530621028,2021-08-20,Jugement d'ouverture d'une procédure de redressement judiciaire
530621416,2018-03-15,Jugement d'ouverture de liquidation judiciaire
530625649,2018-03-28,Jugement d'ouverture de liquidation judiciaire
530628171,2017-04-19,Jugement d'ouverture de liquidation judiciaire
530628965,2017-01-09,Jugement d'ouverture de liquidation judiciaire
530629666,2019-03-13,Jugement d'ouverture d'une procédure de redressement judiciaire
530631258,2019-03-26,Jugement d'ouverture de liquidation judiciaire
530631522,2017-07-04,Jugement d'ouverture d'une procédure de redressement judiciaire
530632959,2018-01-23,Jugement d'ouverture de liquidation judiciaire
530633569,2017-07-19,Jugement d'ouverture de liquidation judiciaire
530633635,2019-11-13,Jugement d'ouverture de liquidation judiciaire
530634245,2018-06-12,Jugement d'ouverture d'une procédure de redressement judiciaire
530634955,2021-10-07,Jugement d'ouverture de liquidation judiciaire
530636083,2017-05-02,Jugement d'ouverture de liquidation judiciaire
530637156,2019-02-06,Jugement d'ouverture de liquidation judiciaire
530637362,2018-10-23,Jugement d'ouverture de liquidation judiciaire
530637446,2017-02-10,Jugement d'ouverture de liquidation judiciaire
530638576,2017-09-13,Jugement d'ouverture de liquidation judiciaire
530640226,2018-04-12,Jugement d'ouverture de liquidation judiciaire
530640325,2019-09-25,Jugement d'ouverture de liquidation judiciaire
530640416,2017-03-09,Jugement d'ouverture de liquidation judiciaire
530640812,2018-12-18,Jugement d'ouverture de liquidation judiciaire
530640986,2018-05-28,Jugement d'ouverture de liquidation judiciaire
530642396,2021-06-28,Jugement d'ouverture de liquidation judiciaire
530642883,2019-05-20,Jugement d'ouverture de liquidation judiciaire
530644178,2019-12-11,Jugement d'ouverture de liquidation judiciaire
530644616,2018-05-09,Jugement d'ouverture de liquidation judiciaire
530644699,2021-05-17,Jugement d'ouverture de liquidation judiciaire
530644814,2021-06-14,Jugement d'ouverture de liquidation judiciaire
530644996,2017-06-21,Jugement d'ouverture d'une procédure de redressement judiciaire
530645431,2017-05-17,Jugement d'ouverture d'une procédure de redressement judiciaire
530646264,2021-06-04,Jugement d'ouverture de liquidation judiciaire
530646322,2017-04-18,Jugement d'ouverture de liquidation judiciaire
530646348,2020-02-05,Jugement d'ouverture d'une procédure de redressement judiciaire
530647635,2019-05-23,Jugement d'ouverture de liquidation judiciaire
530647718,2017-10-17,Jugement d'ouverture de liquidation judiciaire
530647791,2017-07-12,Jugement d'ouverture de liquidation judiciaire
530648617,2019-01-30,Jugement d'ouverture d'une procédure de sauvegarde
530649466,2021-05-06,Jugement d'ouverture de liquidation judiciaire
530650027,2020-10-20,Jugement d'ouverture de liquidation judiciaire
530650316,2020-02-13,Jugement d'ouverture de liquidation judiciaire
530650852,2018-01-18,Jugement d'ouverture d'une procédure de redressement judiciaire
530652064,2017-12-20,Jugement d'ouverture de liquidation judiciaire
530652379,2019-02-20,Jugement d'ouverture de liquidation judiciaire
530652932,2017-01-10,Jugement d'ouverture de liquidation judiciaire
530656685,2017-07-26,Jugement d'ouverture d'une procédure de redressement judiciaire
530657071,2017-05-03,Jugement d'ouverture d'une procédure de redressement judiciaire
530658814,2018-09-24,Jugement d'ouverture d'une procédure de redressement judiciaire
530659911,2018-01-31,Jugement d'ouverture de liquidation judiciaire
530660661,2017-09-18,Jugement d'ouverture d'une procédure de redressement judiciaire
530660828,2019-07-10,Jugement d'ouverture d'une procédure de redressement judiciaire
530661321,2020-06-17,Jugement d'ouverture de liquidation judiciaire
530661941,2019-01-24,Jugement d'ouverture de liquidation judiciaire
530664309,2017-11-09,Jugement d'ouverture d'une procédure de redressement judiciaire
530666783,2018-01-30,Jugement d'ouverture de liquidation judiciaire
530668045,2018-07-25,Jugement d'ouverture de liquidation judiciaire
530668391,2018-06-06,Jugement d'ouverture de liquidation judiciaire
530668698,2018-07-24,Jugement d'ouverture de liquidation judiciaire
530669266,2019-07-08,Jugement d'ouverture d'une procédure de redressement judiciaire
530669274,2019-02-19,Jugement d'ouverture de liquidation judiciaire
530669498,2018-06-07,Jugement d'ouverture de liquidation judiciaire
530672351,2019-02-13,Jugement d'ouverture de liquidation judiciaire
530672591,2019-02-13,Jugement d'ouverture de liquidation judiciaire
530673268,2018-01-10,Jugement d'ouverture de liquidation judiciaire
530673292,2018-06-29,Jugement d'ouverture d'une procédure de redressement judiciaire
530674878,2017-12-19,Jugement d'ouverture de liquidation judiciaire
530675545,2020-02-24,Jugement d'ouverture de liquidation judiciaire
530679786,2017-09-12,Jugement d'ouverture d'une procédure de redressement judiciaire
530680859,2018-04-24,Jugement d'ouverture de liquidation judiciaire
530681766,2019-11-13,Jugement d'ouverture de liquidation judiciaire
530681998,2017-04-27,Jugement d'ouverture de liquidation judiciaire
530682954,2021-10-20,Jugement d'ouverture de liquidation judiciaire
530685866,2017-01-18,Jugement d'ouverture d'une procédure de redressement judiciaire
530685924,2020-05-18,Jugement d'ouverture de liquidation judiciaire
530686542,2018-01-18,Jugement d'ouverture d'une procédure de redressement judiciaire
530687532,2019-07-24,Jugement d'ouverture de liquidation judiciaire
530688423,2018-04-17,Jugement d'ouverture d'une procédure de sauvegarde
530688845,2021-02-09,Jugement d'ouverture d'une procédure de redressement judiciaire
530691005,2019-12-18,Jugement d'ouverture d'une procédure de redressement judiciaire
530692334,2017-11-17,Jugement d'ouverture de liquidation judiciaire
530695931,2020-02-06,Jugement d'ouverture de liquidation judiciaire
530697481,2021-09-16,Jugement d'ouverture de liquidation judiciaire
530699271,2019-11-12,Jugement d'ouverture de liquidation judiciaire
530701580,2017-09-20,Jugement d'ouverture d'une procédure de sauvegarde
530702331,2017-07-04,Jugement d'ouverture d'une procédure de redressement judiciaire
530702760,2018-03-22,Jugement d'ouverture de liquidation judiciaire
530703016,2019-06-03,Jugement d'ouverture de liquidation judiciaire
530703537,2018-05-16,Jugement d'ouverture de liquidation judiciaire
530704550,2019-05-27,Jugement d'ouverture de liquidation judiciaire
530705052,2019-05-15,Jugement d'ouverture de liquidation judiciaire
530706043,2018-11-14,Jugement d'ouverture de liquidation judiciaire
530706811,2017-03-14,Jugement d'ouverture d'une procédure de redressement judiciaire
530706878,2021-11-24,Jugement d'ouverture de liquidation judiciaire
530708841,2017-01-02,Jugement d'ouverture de liquidation judiciaire
530709245,2020-11-12,Jugement d'ouverture de liquidation judiciaire
530709567,2018-04-05,Jugement d'ouverture d'une procédure de redressement judiciaire
530710136,2017-02-15,Jugement d'ouverture de liquidation judiciaire
530710706,2018-08-20,Jugement d'ouverture de liquidation judiciaire
530711035,2019-10-16,Jugement d'ouverture de liquidation judiciaire
530712280,2018-05-09,Jugement d'ouverture de liquidation judiciaire
530714013,2017-10-17,Jugement d'ouverture de liquidation judiciaire
530714096,2020-11-18,Jugement d'ouverture de liquidation judiciaire
530714161,2018-06-01,Jugement d'ouverture d'une procédure de redressement judiciaire
530714377,2020-07-06,Jugement d'ouverture de liquidation judiciaire
530716687,2017-07-10,Jugement d'ouverture de liquidation judiciaire
530717123,2020-03-02,Jugement d'ouverture de liquidation judiciaire
530718014,2019-10-28,Jugement d'ouverture de liquidation judiciaire
530718105,2018-05-16,Jugement d'ouverture de liquidation judiciaire
530719319,2017-05-22,Jugement d'ouverture d'une procédure de redressement judiciaire
530719483,2020-02-27,Jugement d'ouverture de liquidation judiciaire
530719905,2017-10-04,Jugement d'ouverture de liquidation judiciaire
530722024,2017-11-08,Jugement d'ouverture de liquidation judiciaire
530724533,2019-01-03,Jugement d'ouverture de liquidation judiciaire
530725902,2017-01-12,Jugement d'ouverture de liquidation judiciaire
530728229,2018-02-08,Jugement d'ouverture de liquidation judiciaire
530733575,2017-03-15,Jugement d'ouverture de liquidation judiciaire
530733989,2019-01-31,Jugement d'ouverture de liquidation judiciaire
530735166,2020-09-30,Jugement d'ouverture de liquidation judiciaire
530735943,2018-10-08,Jugement d'ouverture de liquidation judiciaire
530736081,2017-07-04,Jugement d'ouverture d'une procédure de redressement judiciaire
530736859,2019-11-18,Jugement d'ouverture de liquidation judiciaire
530736982,2020-05-20,Jugement d'ouverture de liquidation judiciaire
530737832,2017-02-09,Jugement d'ouverture de liquidation judiciaire
530738061,2017-04-18,Jugement d'ouverture d'une procédure de redressement judiciaire
530738152,2016-12-14,Jugement d'ouverture de liquidation judiciaire
530739002,2017-01-10,Jugement d'ouverture de liquidation judiciaire
530739465,2021-10-15,Jugement d'ouverture de liquidation judiciaire
530740141,2019-12-18,Jugement d'ouverture d'une procédure de redressement judiciaire
530740141,2020-06-10,Jugement d'ouverture de liquidation judiciaire
530740885,2017-11-16,Jugement d'ouverture de liquidation judiciaire
530741636,2020-03-09,Jugement d'ouverture de liquidation judiciaire
530742022,2017-12-01,Jugement d'ouverture d'une procédure de redressement judiciaire
530742261,2017-07-19,Jugement d'ouverture d'une procédure de redressement judiciaire
530742717,2018-12-05,Jugement d'ouverture de liquidation judiciaire
530745405,2017-10-11,Jugement d'ouverture de liquidation judiciaire
530745645,2018-10-19,Jugement d'ouverture d'une procédure de redressement judiciaire
530746080,2019-04-17,Jugement d'ouverture de liquidation judiciaire
530746213,2017-10-18,Jugement d'ouverture de liquidation judiciaire
530746445,2017-01-18,Jugement d'ouverture d'une procédure de redressement judiciaire
530746684,2018-03-12,Jugement d'ouverture de liquidation judiciaire
530747534,2020-11-04,Jugement d'ouverture de liquidation judiciaire
530747823,2017-02-21,Jugement d'ouverture de liquidation judiciaire
530748581,2017-01-12,Jugement d'ouverture de liquidation judiciaire
530748615,2018-10-15,Jugement d'ouverture de liquidation judiciaire
530749753,2017-07-12,Jugement d'ouverture de liquidation judiciaire
530752534,2017-11-23,Jugement d'ouverture d'une procédure de sauvegarde
530753425,2018-09-12,Jugement d'ouverture d'une procédure de redressement judiciaire
530755206,2017-02-14,Jugement d'ouverture de liquidation judiciaire
530757392,2020-03-25,Jugement d'ouverture de liquidation judiciaire
530758713,2018-05-28,Jugement d'ouverture de liquidation judiciaire
530760859,2017-08-03,Jugement d'ouverture de liquidation judiciaire
530761196,2019-04-10,Jugement d'ouverture d'une procédure de redressement judiciaire
530761584,2018-01-09,Jugement d'ouverture de liquidation judiciaire
530761766,2018-10-02,Jugement d'ouverture de liquidation judiciaire
530762921,2018-07-09,Jugement d'ouverture de liquidation judiciaire
530763481,2021-10-18,Jugement d'ouverture de liquidation judiciaire
530763952,2018-01-09,Jugement d'ouverture d'une procédure de redressement judiciaire
530765742,2021-07-28,Jugement d'ouverture de liquidation judiciaire
530765841,2018-07-05,Jugement d'ouverture de liquidation judiciaire
530765973,2018-05-30,Jugement d'ouverture de liquidation judiciaire
530766054,2020-02-27,Jugement d'ouverture d'une procédure de redressement judiciaire
530766765,2019-11-29,Jugement d'ouverture de liquidation judiciaire
530768316,2019-04-01,Jugement d'ouverture de liquidation judiciaire
530768589,2019-03-18,Jugement d'ouverture de liquidation judiciaire
530768613,2018-12-03,Jugement d'ouverture de liquidation judiciaire
530769520,2019-03-25,Jugement d'ouverture de liquidation judiciaire
530769918,2018-01-24,Jugement d'ouverture de liquidation judiciaire
530770973,2020-07-28,Jugement d'ouverture de liquidation judiciaire
530771435,2017-05-05,Jugement d'ouverture de liquidation judiciaire
530771906,2018-06-14,Jugement d'ouverture de liquidation judiciaire
530772565,2019-04-26,Jugement d'ouverture de liquidation judiciaire
530772664,2018-03-08,Jugement d'ouverture de liquidation judiciaire
530773639,2018-04-04,Jugement d'ouverture de liquidation judiciaire
530774165,2018-01-29,Jugement d'ouverture de liquidation judiciaire
530775071,2017-02-15,Jugement d'ouverture d'une procédure de redressement judiciaire
530775790,2019-10-08,Jugement d'ouverture de liquidation judiciaire
530776004,2018-07-06,Jugement d'ouverture de liquidation judiciaire
530776681,2017-10-24,Jugement d'ouverture de liquidation judiciaire
530778000,2017-01-25,Jugement d'ouverture de liquidation judiciaire
530778679,2017-03-08,Jugement d'ouverture de liquidation judiciaire
530779065,2018-07-03,Jugement d'ouverture de liquidation judiciaire
530780071,2018-06-08,Jugement d'ouverture de liquidation judiciaire
530780758,2018-07-09,Jugement d'ouverture d'une procédure de redressement judiciaire
530780931,2018-12-03,Jugement d'ouverture d'une procédure de redressement judiciaire
530781509,2020-03-13,Jugement d'ouverture de liquidation judiciaire
530782275,2018-02-28,Jugement d'ouverture d'une procédure de redressement judiciaire
530782952,2019-10-17,Jugement d'ouverture de liquidation judiciaire
530782952,2020-12-29,Jugement d'ouverture de liquidation judiciaire
530784057,2018-10-03,Jugement d'ouverture de liquidation judiciaire
530785229,2018-11-20,Autre jugement d'ouverture
530785278,2019-09-09,Jugement d'ouverture de liquidation judiciaire
530785625,2018-03-13,Jugement d'ouverture de liquidation judiciaire
530786359,2018-03-06,Jugement d'ouverture d'une procédure de redressement judiciaire
530792472,2019-06-07,Jugement d'ouverture d'une procédure de sauvegarde
530792837,2019-06-18,Jugement d'ouverture de liquidation judiciaire
530793017,2017-05-04,Jugement d'ouverture de liquidation judiciaire
530797224,2020-05-20,Jugement d'ouverture de liquidation judiciaire
530798420,2019-03-04,Jugement d'ouverture d'une procédure de redressement judiciaire
530798958,2019-05-15,Jugement d'ouverture de liquidation judiciaire
530798974,2017-06-01,Jugement d'ouverture d'une procédure de redressement judiciaire
530799147,2017-05-03,Jugement d'ouverture d'une procédure de redressement judiciaire
530799337,2017-09-12,Jugement d'ouverture de liquidation judiciaire
530800549,2018-11-12,Jugement d'ouverture d'une procédure de redressement judiciaire
530801497,2021-06-04,Jugement d'ouverture de liquidation judiciaire
530801588,2019-09-16,Jugement d'ouverture de liquidation judiciaire
530801752,2018-05-15,Jugement d'ouverture de liquidation judiciaire
530802123,2017-09-20,Jugement d'ouverture de liquidation judiciaire
530802362,2017-03-10,Jugement d'ouverture d'une procédure de redressement judiciaire
530802396,2019-10-16,Jugement d'ouverture d'une procédure de redressement judiciaire
530803287,2017-05-03,Jugement d'ouverture d'une procédure de redressement judiciaire
530804491,2017-04-26,Jugement d'ouverture de liquidation judiciaire
530804525,2018-03-13,Jugement d'ouverture de liquidation judiciaire
530804855,2021-09-30,Jugement d'ouverture de liquidation judiciaire
530805415,2017-07-19,Jugement d'ouverture de liquidation judiciaire
530805571,2017-12-15,Jugement d'ouverture de liquidation judiciaire
530806975,2018-09-27,Jugement d'ouverture de liquidation judiciaire
530807007,2019-06-04,Jugement d'ouverture d'une procédure de redressement judiciaire
530807734,2017-06-21,Jugement d'ouverture de liquidation judiciaire
530809425,2018-05-15,Jugement d'ouverture de liquidation judiciaire
530809789,2017-04-24,Jugement d'ouverture d'une procédure de sauvegarde
530809839,2018-12-03,Jugement d'ouverture d'une procédure de redressement judiciaire
530810589,2019-06-12,Jugement d'ouverture de liquidation judiciaire
530810860,2017-10-06,Jugement d'ouverture de liquidation judiciaire
530811561,2017-10-03,Jugement d'ouverture de liquidation judiciaire
530813526,2017-01-10,Jugement d'ouverture de liquidation judiciaire
530813682,2017-10-04,Jugement d'ouverture de liquidation judiciaire
530813872,2017-12-28,Jugement d'ouverture de liquidation judiciaire
530814003,2018-03-13,Jugement d'ouverture de liquidation judiciaire
530817923,2018-10-11,Jugement d'ouverture de liquidation judiciaire
530818129,2020-06-23,Jugement d'ouverture d'une procédure de redressement judiciaire
530818384,2020-06-22,Jugement d'ouverture de liquidation judiciaire
530818541,2017-10-31,Jugement d'ouverture d'une procédure de redressement judiciaire
530818566,2018-09-11,Jugement d'ouverture de liquidation judiciaire
530819176,2019-06-25,Jugement d'ouverture de liquidation judiciaire
530819457,2017-04-06,Jugement d'ouverture de liquidation judiciaire
530822519,2020-01-29,Jugement d'ouverture d'une procédure de redressement judiciaire
530822675,2021-03-23,Jugement d'ouverture de liquidation judiciaire
530823590,2017-01-30,Jugement d'ouverture de liquidation judiciaire
530824119,2018-01-09,Jugement d'ouverture de liquidation judiciaire
530824135,2020-10-13,Jugement d'ouverture d'une procédure de redressement judiciaire
530824697,2018-04-09,Jugement d'ouverture de liquidation judiciaire
530825603,2020-12-02,Jugement d'ouverture d'une procédure de redressement judiciaire
530826437,2021-10-21,Jugement d'ouverture de liquidation judiciaire
530829043,2017-02-21,Jugement d'ouverture de liquidation judiciaire
530829431,2019-01-08,Jugement d'ouverture de liquidation judiciaire
530831023,2017-10-05,Jugement d'ouverture de liquidation judiciaire
530831585,2020-01-29,Jugement d'ouverture de liquidation judiciaire
530836279,2017-01-03,Jugement d'ouverture de liquidation judiciaire
530837129,2019-08-06,Jugement d'ouverture de liquidation judiciaire
530838036,2018-01-15,Jugement d'ouverture de liquidation judiciaire
530838226,2018-11-21,Jugement d'ouverture de liquidation judiciaire
530838580,2018-01-10,Jugement d'ouverture de liquidation judiciaire
530838853,2019-02-05,Jugement d'ouverture de liquidation judiciaire
530838978,2019-10-07,Jugement d'ouverture d'une procédure de redressement judiciaire
530839380,2020-10-27,Jugement d'ouverture de liquidation judiciaire
530839661,2017-12-06,Jugement d'ouverture de liquidation judiciaire
530840057,2017-10-04,Jugement d'ouverture d'une procédure de redressement judiciaire
530841220,2018-10-10,Jugement d'ouverture de liquidation judiciaire
530842178,2018-12-31,Jugement d'ouverture de liquidation judiciaire
530843259,2021-05-20,Jugement d'ouverture de liquidation judiciaire
530843564,2017-06-26,Jugement d'ouverture d'une procédure de redressement judiciaire
530843853,2018-05-15,Jugement d'ouverture de liquidation judiciaire
530844083,2018-03-01,Jugement d'ouverture de liquidation judiciaire
530845288,2020-04-22,Jugement d'ouverture de liquidation judiciaire
530847771,2021-09-01,Jugement d'ouverture d'une procédure de redressement judiciaire
530854686,2019-07-10,Jugement d'ouverture de liquidation judiciaire
530855840,2017-01-18,Jugement d'ouverture de liquidation judiciaire
530856400,2018-09-10,Jugement d'ouverture de liquidation judiciaire
530857077,2018-12-27,Jugement d'ouverture d'une procédure de redressement judiciaire
530858786,2021-06-30,Jugement d'ouverture de liquidation judiciaire
530862689,2018-11-20,Jugement d'ouverture de liquidation judiciaire
530862945,2021-04-20,Jugement d'ouverture de liquidation judiciaire
530863232,2017-10-24,Jugement d'ouverture d'une procédure de redressement judiciaire
530863844,2021-09-23,Jugement d'ouverture d'une procédure de redressement judiciaire
530864495,2019-07-03,Jugement d'ouverture d'une procédure de redressement judiciaire
530864594,2018-03-30,Jugement d'ouverture de liquidation judiciaire
530864610,2017-02-23,Jugement d'ouverture d'une procédure de redressement judiciaire
530866136,2017-10-18,Jugement d'ouverture d'une procédure de redressement judiciaire
530866177,2021-06-01,Jugement d'ouverture d'une procédure de redressement judiciaire
530867191,2018-06-26,Jugement d'ouverture de liquidation judiciaire
530867811,2018-10-11,Jugement d'ouverture de liquidation judiciaire
530868280,2018-09-20,Jugement d'ouverture de liquidation judiciaire
530869205,2018-01-24,Jugement d'ouverture de liquidation judiciaire
530869908,2017-05-24,Jugement d'ouverture de liquidation judiciaire
530870765,2018-09-28,Jugement d'ouverture de liquidation judiciaire
530871441,2017-02-09,Jugement d'ouverture de liquidation judiciaire
530872373,2018-04-10,Jugement d'ouverture d'une procédure de redressement judiciaire
530872498,2020-10-27,Jugement d'ouverture de liquidation judiciaire
530872894,2017-11-15,Jugement d'ouverture de liquidation judiciaire
530873280,2018-10-17,Jugement d'ouverture de liquidation judiciaire
530873694,2019-04-09,Jugement d'ouverture de liquidation judiciaire
530873785,2020-11-05,Jugement d'ouverture d'une procédure de redressement judiciaire
530874148,2020-01-30,Jugement d'ouverture de liquidation judiciaire
530874502,2020-01-06,Jugement d'ouverture de liquidation judiciaire
530875558,2017-04-27,Jugement d'ouverture de liquidation judiciaire
530875830,2021-12-14,Jugement d'ouverture de liquidation judiciaire
530876523,2017-03-07,Jugement d'ouverture d'une procédure de redressement judiciaire
530876572,2020-05-22,Jugement d'ouverture d'une procédure de redressement judiciaire
530877612,2017-10-10,Jugement d'ouverture d'une procédure de redressement judiciaire
530877646,2018-02-19,Jugement d'ouverture d'une procédure de redressement judiciaire
530877828,2021-06-16,Jugement d'ouverture de liquidation judiciaire
530878818,2018-04-10,Jugement d'ouverture de liquidation judiciaire
530878917,2018-04-04,Jugement d'ouverture de liquidation judiciaire
530878982,2020-09-23,Jugement d'ouverture de liquidation judiciaire
530879501,2017-06-21,Jugement d'ouverture d'une procédure de redressement judiciaire
530880178,2017-10-11,Jugement d'ouverture de liquidation judiciaire
530880301,2019-05-22,Jugement d'ouverture d'une procédure de sauvegarde
530880434,2017-09-20,Jugement d'ouverture de liquidation judiciaire
530883222,2017-08-01,Jugement d'ouverture de liquidation judiciaire
530883289,2017-12-28,Jugement d'ouverture de liquidation judiciaire
530883701,2018-09-06,Jugement d'ouverture de liquidation judiciaire
530884576,2021-06-15,Jugement d'ouverture de liquidation judiciaire
530885003,2017-09-12,Jugement d'ouverture de liquidation judiciaire
530885268,2018-05-15,Jugement d'ouverture d'une procédure de redressement judiciaire
530885813,2017-11-21,Jugement d'ouverture de liquidation judiciaire
530886035,2018-06-26,Jugement d'ouverture d'une procédure de redressement judiciaire
530886977,2020-08-13,Jugement d'ouverture de liquidation judiciaire
530890755,2017-10-19,Jugement d'ouverture d'une procédure de redressement judiciaire
530890805,2018-06-27,Jugement d'ouverture de liquidation judiciaire
530890938,2019-03-05,Jugement d'ouverture de liquidation judiciaire
530890995,2019-11-14,Jugement d'ouverture d'une procédure de redressement judiciaire
530891050,2017-12-06,Jugement d'ouverture d'une procédure de sauvegarde
530891258,2016-12-27,Jugement d'ouverture de liquidation judiciaire
530892454,2021-12-07,Jugement d'ouverture d'une procédure de redressement judiciaire
530892793,2017-09-19,Jugement d'ouverture de liquidation judiciaire
530893726,2019-10-10,Jugement d'ouverture de liquidation judiciaire
530894229,2018-12-19,Jugement d'ouverture de liquidation judiciaire
530895697,2017-07-31,Jugement d'ouverture de liquidation judiciaire
530897743,2017-01-12,Jugement d'ouverture de liquidation judiciaire
530898865,2018-12-21,Jugement d'ouverture d'une procédure de redressement judiciaire
530898923,2018-03-07,Jugement d'ouverture de liquidation judiciaire
530899145,2017-10-11,Jugement d'ouverture de liquidation judiciaire
530899202,2017-07-31,Jugement d'ouverture de liquidation judiciaire
530899608,2018-10-09,Jugement d'ouverture de liquidation judiciaire
530899699,2017-09-26,Jugement d'ouverture de liquidation judiciaire
530900075,2020-01-07,Jugement d'ouverture d'une procédure de redressement judiciaire
530900562,2017-01-17,Jugement d'ouverture de liquidation judiciaire
530902642,2021-01-21,Jugement d'ouverture de liquidation judiciaire
530903681,2020-09-09,Jugement d'ouverture de liquidation judiciaire
530908904,2018-12-14,Jugement d'ouverture d'une procédure de redressement judiciaire
530909159,2021-07-07,Jugement d'ouverture d'une procédure de redressement judiciaire
530910728,2021-06-17,Jugement d'ouverture de liquidation judiciaire
530911445,2017-02-17,Jugement d'ouverture de liquidation judiciaire
530912203,2020-06-04,Jugement d'ouverture de liquidation judiciaire
530913516,2020-02-05,Jugement d'ouverture de liquidation judiciaire
530913938,2020-09-28,Jugement d'ouverture de liquidation judiciaire
530915131,2017-02-06,Jugement d'ouverture de liquidation judiciaire
530916501,2017-03-02,Jugement d'ouverture de liquidation judiciaire
530917608,2020-10-15,Jugement d'ouverture de liquidation judiciaire
530919349,2019-11-18,Jugement d'ouverture d'une procédure de redressement judiciaire
530921584,2018-06-21,Jugement d'ouverture de liquidation judiciaire
530923150,2017-01-05,Jugement d'ouverture de liquidation judiciaire
530923523,2019-03-20,Jugement d'ouverture d'une procédure de redressement judiciaire
530923861,2018-06-21,Jugement d'ouverture d'une procédure de redressement judiciaire
530924471,2018-07-17,Jugement d'ouverture de liquidation judiciaire
530924661,2021-04-07,Jugement d'ouverture de liquidation judiciaire
530926153,2017-01-10,Jugement d'ouverture d'une procédure de redressement judiciaire
530928035,2020-01-09,Jugement d'ouverture de liquidation judiciaire
530928076,2020-03-11,Jugement d'ouverture de liquidation judiciaire
530928720,2017-02-27,Jugement d'ouverture de liquidation judiciaire
530930379,2017-11-22,Jugement d'ouverture de liquidation judiciaire
530932755,2017-03-07,Jugement d'ouverture d'une procédure de redressement judiciaire
530933530,2017-04-19,Jugement d'ouverture de liquidation judiciaire
530933753,2017-03-15,Jugement d'ouverture de liquidation judiciaire
530934363,2017-04-21,Jugement d'ouverture de liquidation judiciaire
530935014,2017-08-21,Jugement d'ouverture de liquidation judiciaire
530935543,2017-09-20,Jugement d'ouverture de liquidation judiciaire
530937150,2018-04-23,Jugement d'ouverture de liquidation judiciaire
530938448,2020-12-17,Jugement d'ouverture d'une procédure de redressement judiciaire
530938919,2019-01-16,Jugement d'ouverture d'une procédure de redressement judiciaire
530939388,2021-06-15,Jugement d'ouverture d'une procédure de redressement judiciaire
530940188,2017-12-05,Jugement d'ouverture de liquidation judiciaire
530940923,2021-01-26,Jugement d'ouverture de liquidation judiciaire
530941657,2021-04-21,Jugement d'ouverture de liquidation judiciaire
530941731,2017-03-28,Jugement d'ouverture de liquidation judiciaire
530941954,2017-10-02,Jugement d'ouverture de liquidation judiciaire
530944172,2019-03-27,Jugement d'ouverture d'une procédure de redressement judiciaire
530945922,2018-04-03,Jugement d'ouverture de liquidation judiciaire
530947605,2019-09-11,Jugement d'ouverture de liquidation judiciaire
530950542,2018-11-26,Jugement d'ouverture de liquidation judiciaire
530954825,2018-10-17,Jugement d'ouverture de liquidation judiciaire
530955087,2021-10-18,Jugement d'ouverture de liquidation judiciaire
530956747,2017-04-25,Jugement d'ouverture de liquidation judiciaire
530956820,2020-01-14,Jugement d'ouverture d'une procédure de redressement judiciaire
530957547,2020-12-02,Jugement d'ouverture de liquidation judiciaire
530958479,2017-05-05,Jugement d'ouverture de liquidation judiciaire
530958537,2018-09-05,Jugement d'ouverture de liquidation judiciaire
530958925,2017-09-27,Jugement d'ouverture d'une procédure de redressement judiciaire
530959444,2021-05-10,Jugement d'ouverture de liquidation judiciaire
530960236,2019-07-08,Jugement d'ouverture d'une procédure de redressement judiciaire
530961481,2018-11-15,Jugement d'ouverture de liquidation judiciaire
530961895,2017-12-21,Jugement d'ouverture d'une procédure de redressement judiciaire
